user_id,produtos
973,1244 14651 43768
976,22260 40706 44987
977,13249
979,27521 47626
981,43631
982,3896 14267
985,42736
994,21513 39276
1000,27336 30492 30563
1003,9932
1011,26497
1013,31717
1015,31717
1016,38526 42676
1017,15680 43739
1019,24852
1021,17948 25824 30391 35306 46260 48230
1025,28373
1027,20169 24964
1029,40076
1032,32655
1036,14678 19057 37065 43122 47788
1038,42803 47209
1039,16283
1041,25466
1042,44910
1046,13870 21405 21607 35935 39561
1048,3952
1055,41149 45007
1056,795 9172 24799 28465
1059,21607 24810 29672 30489 48229
1065,21903 48679
1066,8153 24852
1067,13176
1069,49131
1070,35469
1072,20738 22220
1077,24852 28465
1080,8859
1088,41658
1093,13176
1095,37158
1099,10227
1102,21903
1105,13176 27966 43713
1107,2726 20788 26634 46049
1110,10957
1118,8174 16617
1120,28985 30658 34126
1122,5077 31273 44632 46654
1129,24852 33929
1132,16185 25199 29118 49235
1136,42300
1139,13500 27845 38772
1140,39657
1142,12341
1145,23909 45930
1146,8277
1147,28204 47626
1150,27521 47042
1151,10753 24852 26209 30117
1157,42445
1165,1463
1166,4013
1168,38837 39128
1170,7948
1173,47209
1181,29645
1185,25745
1186,2078 9839 21938 41658
1190,18176
1193,39990
1197,5646 6046 24838
1199,4920
1204,30482 49683
1208,47766
1209,35722
1213,11896
1215,24852
1216,9595 31869
1219,36472
1221,15747
1242,30391 32177 43101
1248,13176 15984 26369
1249,9387 11777 12995 21872 21903
1252,4778 12212 28450
1253,4753 8710 24852 33198
1268,24852
1270,28842
1271,39275
1272,27966 36550
1273,26348
1281,24852 26209
1284,18362 24838
1293,46202
1294,14376
1298,3
1299,11941 34320
1303,47611
1306,47141
1312,27086 47209
1315,24852 47209
1317,46041
1318,8277 9839 47626
1321,26369 34668
1324,47626
1331,7628 16797
1332,26165
1334,4097
1338,47626
1342,13776 43705
1377,33768
1378,3957 38689
1388,32689
1392,45004
1394,43772
1395,24852
1398,12751 25976
1405,33589
1410,11529
1423,16254 21295 39625 48957
1426,13176 19660 22610 43692
1432,35264
1436,47977
1437,26709
1447,24852 31683
1451,19767
1458,21137
1472,10673
1476,6128
1478,12020 14211 14295 21096 34358 38028 39408 43329 43409
1479,18883 36127 43545
1481,7916 21616
1483,28656 36550
1484,2078 36389
1486,2295 47766
1491,30325
1494,44560
1498,12935 13176 19677 22035 29447
1499,24852
1500,31395 35199 37766 47248
1504,7477 8982 18489 29098
1507,10326 35886
1510,7860 10710 20919
1518,26346 48679
1519,24852
1521,4920 13176 25332
1522,20082 24841
1527,5612 20564 27966 30391
1531,8424 37646
1533,21903
1534,14114 16797 18325 31747 43195
1537,8013 20955 27038 30280 31651 48142
1540,17976 39657
1541,8571
1545,24852
1546,13176
1550,26348 39657 43739
1553,27966
1555,11712 36606 37825
1556,22935 43560 47766
1557,23288
1562,42342
1565,21927
1566,30750 44632
1570,24838 24964
1575,31964
1577,12440 21009 45448 47521 48988
1580,9839
1583,35914
1587,14376
1592,11481 13176 21903 33125 47766
1593,4920 8277 38889 39557 45906
1595,8424 21137 47626 48679
1602,19691 32689
1606,42736
1607,8758 25197 35004 38273
1609,13176 26283 38200 38460 40348 45407
1614,22802
1617,20084 37002
1619,35221
1628,39276
1629,45656
1633,18382 27966 31635
1635,17948 28553 43961
1638,30784
1640,22210 39427 40063
1641,23010 23288 43886 49352
1644,11224 21137 26315
1646,19691
1648,4920 13535
1652,26604 43961
1653,21267
1654,21903 37646
1656,8638
1660,6184 13176 25890
1667,39561
1669,47766
1678,30489 33787 40706
1679,1234 26620 30489
1681,5212 16797 24852
1682,28985 49683
1683,13176 20144 27999 48848
1686,43376
1687,18362 21903
1694,15187
1698,12911 27629 48015
1702,44799
1703,13176 26790 43908
1704,46979
1706,27086 49075
1707,19691
1708,12341
1709,47209
1712,16696 21293 22151 35176
1715,27966 31717 35921 40174
1719,5031 33043
1722,5460 9225 21333 31343 35181 42460
1724,11286 28985 31343 33080
1725,24933 45066
1729,15322 31292 46676
1731,19348 29487 48927
1732,5603 23892 29034 38341
1736,21137
1745,28842 38028
1748,9076 34050
1750,1158 4927 13176 40708 45084 47209
1751,1006 38849
1753,19816 27845 33572 34448 37646
1758,13176 39928 46650 47788
1759,21777 24852 26604 30776
1763,13176
1766,1700 26088
1776,16797
1777,4146 11740
1779,41400
1781,6023 26885 28103 43958 48624
1785,21903 43961 44137
1787,25138
1788,47766
1791,33000 33198
1792,49520
1793,26209 33195
1796,43726
1798,4947 5303 7628 23375 23734 27817 44098
1802,13198 14898 21137 21267 30391 31433 34448 43713 45535 48190
1808,9358
1809,31343 37718 41787
1810,23375 46226
1811,37067
1812,21137
1814,17341 19511
1815,21137
1818,6948 22825
1822,24838
1823,33731
1829,30391
1830,30648
1832,4920
1833,5876
1834,1823 26343
1838,4605 26209 47766
1840,54 6568 20919 29922 32453 41290
1844,26940 27999
1846,7485 10173 17652 21709 41787 45143
1849,21195
1850,6297 27845 48628
1851,18523 29698
1853,21903
1856,6933 16797 24799 30489 36685 40706
1857,18811 27086
1859,7175 9839 40229 46906 48364
1863,13176
1874,21137 47766
1880,30214
1893,14493 26922
1895,12879 24852 39322
1899,27681 34493 37274 42078 48481
1908,10221 22089 43967
1918,3957
1921,45 3730 30489 32605 35871 48641
1928,31981
1929,4793 43504
1933,5785 13603
1935,1463
1937,4781 6552 24489
1944,39614
1949,1463 7821
1952,877
1953,23296
1960,39275
1963,13176 22281 24160 46516
1965,30588 42265
1973,38739
1974,43122
1978,12140 42733
1981,7781 9839 26209 33754 49235
1982,287 28449
1987,14966
1989,4920 26128
1990,27845
2000,32331
2004,3957
2005,14366 24852
2008,3442
2011,25466 27966 42625 43789 45161 47380 47591 48848
2012,21616
2014,4605
2017,2376 18489
2026,47626
2027,29694 44987
2031,20119
2032,8859
2035,13424
2041,5337 21616 25146 30391 39430
2043,24852
2050,4724 13176 16797
2055,3390
2063,40706
2064,8193 26032 44570
2068,39928
2069,21137
2080,6781 39276
2081,2878 24852
2082,41596
2086,7600 21573
2093,13536 18534
2098,7503 10132 24062 32230
2099,5109 13225 21157 22963
2101,28784 29719 44051
2103,42447
2111,27695
2116,14992
2119,4350
2124,11143 21174
2130,12576 26047 32864 39947
2131,25138
2143,5959 12409
2145,9225 25495 40021
2150,13176 19272
2151,16797 45066
2152,46149
2156,36923 48487
2157,26315
2159,8638 22888 36258 45504
2160,29926 42828
2161,14218
2165,15604
2168,1689 17341
2169,45007 47626
2175,23288
2177,24838
2179,13176
2180,33731 37687
2189,44292
2190,16797
2193,35221
2194,8955 11520 13802
2199,20577
2200,16283
2201,1890 5077 19678 19894
2204,21903
2205,8174 25931 34584
2212,40396 49215
2213,21903
2214,11422
2216,4920 20383 21616 27966 36865
2217,24852 43875
2221,23288
2223,21351 29646
2228,4210 5025 8460 12411 21093 23313 48171
2230,19348
2234,45154
2238,10151
2241,228 20178 27104
2244,14335
2245,26209 26315 29447
2247,8266 29646
2248,432
2254,4605 6141 8193
2255,21137
2258,13176 21137 23282 34126 35503 35939 42183 47209
2268,21137
2272,14764 17160 23338
2273,39180
2274,13176 35430 46107
2275,16797 30233
2278,12384 49235
2281,8021
2282,13176
2283,7781 45007
2289,8859
2301,27247
2303,21903 27156 28535 46979
2304,11046 17794 17949 24964 28373 34126
2311,28061
2313,9639 18926 26620
2315,14419
2316,4297 6631 20178 24841 27690 37158
2317,24852
2321,24852
2322,13176
2328,12302
2338,37766
2341,13944 28441
2344,21137 26604
2349,2452 4920 27086
2350,16409 17948 25071 33135 37117 40541
2354,5025 43115
2359,24852
2360,9076
2365,27845 34262 40001 44632 49478
2370,13166 26047 28985 44987 49383
2371,23047 36724
2379,11068 13249 13517 18883 19691
2383,45128 46061
2393,45123
2397,42633
2403,13176
2405,4605 11408 31717 47209
2409,31553 32115
2411,5876 33000 45104
2412,16207 18523 38241 39636 42961 45541 46672
2413,812 5550 28597
2415,32691 49198
2417,3990 41722
2419,1398
2420,14875 15424 15895 18721 19145
2423,11520 17872 21137
2426,25659 47209
2427,1111 9203 16797 24852 42013
2428,23470 38689
2432,4638 9411 16320 16797 27344 27360
2436,33671
2440,1935 5212 5876 7120 9387 22113 47087
2443,19660 22035
2444,44632
2445,24852
2451,47626
2454,432
2459,3957 5212
2464,16826
2466,16826 19171
2468,39162
2469,13517 42803
2472,4913
2473,3374 4210 11194 15290 15700 24852 31848 36323 42174
2477,19348
2480,42828
2486,47626
2487,17316 21903 34126 43908
2488,2593 30901 46667 49683
2489,21616 35383
2492,14147 15052 38154
2494,32360
2495,6767 22359 26587 39092
2497,21137
2498,11365
2503,10095
2504,13176 16321 36519
2505,4274
2506,42265
2508,13263
2511,21137
2512,15792
2516,27966 37687 39275
2518,10840 23579 28535 32293 40469
2524,33279
2525,8518 45007 46979
2528,15981
2531,5876 29112 32655
2533,2846 17122
2538,8638
2540,45646
2544,264 6052 7631 8744 10957 17704 35045 39157 44487 46582
2546,4920 8555 24184
2551,27730
2553,27985
2561,3957 5212 13176
2562,8048 13176
2566,4605 24852 34487
2567,6166 39465
2572,1158 21295 26384 30442
2578,4962 21777
2582,14992 28836 45064
2583,47538
2584,26209 36034
2585,30233
2587,13870 24852 27845 30975
2591,10132 20082 30353 37606
2596,2295 8518 15613 21938 26298 44683
2602,5785 12980
2604,14992
2605,27845
2613,25495 31506 32130
2616,19660 22959
2622,49683
2623,38928
2624,45504
2627,12606 24852
2628,21137
2634,32478
2635,2086
2644,18104 18625 28299
2646,5353 12341 13176 41950
2647,37029
2648,47626
2654,27676 43183
2655,15114
2661,47626
2662,24184 37646
2663,19366 21137 40706
2664,19612 23644 38622 46516
2680,17847
2684,29487
2689,16589
2697,45066
2702,22594
2705,13176 36070 47209
2707,25347 28400
2709,4605 31102
2710,20947
2712,27796
2713,28985
2726,33198
2731,21903
2732,13249
2736,33787 35536
2737,16696
2739,21137 39180
2745,45051
2751,13198 44359
2757,47144
2758,21137
2761,21137 21903 44625
2764,5769 17835 21903 38720 39055
2765,11821 13798 21614 31717
2766,13575 27839
2767,40198
2768,2977 13866 16556 36186 39160 40208
2774,30764
2775,12427
2781,47492 47626
2788,19086 23322 24184 29941 34358
2789,5785
2793,39408
2795,25146
2796,6846
2800,19660 26209
2801,432 47144 49235
2805,19176 20127 32052 40724
2808,24852
2816,17803
2818,13646 16363 17878 21903 31915 40706 40725
2820,13176
2824,41950
2826,32888
2829,44142
2830,44008
2833,11365
2834,15424 16709 21464 33916
2836,31231
2838,39993 44142
2839,9076 41796
2848,35951
2850,5068
2851,7916 27022 28609 38553
2852,5450
2855,45948
2856,46149
2860,24852
2863,21267
2869,5785
2870,22451 39225 40824
2873,5077 26209 32134
2876,49235
2877,1463
2878,16714 23347 34386
2879,10246 32538
2883,42944
2887,47626
2890,36766
2892,37646
2895,31805
2897,22963 31338
2913,15604 17461
2915,29346 49683
2916,13176 21903
2917,19660
2926,37067
2927,18523
2928,48205
2930,46149
2931,3800
2932,23341 47626
2933,28993
2935,14114 38768
2938,5764 10518 39696 47993
2940,40332
2941,14966
2942,43459
2948,30774
2950,38928
2951,12674 28204 30450
2955,27247
2956,5386
2967,3843 37646 42342
2971,44359 45007
2977,4932
2978,9871
2980,33147
2981,27966
2984,19057
2985,49683
2986,432 45007
2988,48927
2989,39928 43234
2990,31404 41329
2991,22849 27845
2994,5808
2998,24852 28986 32734
3000,46979
3002,13176
3009,3469 16349
3010,32689
3011,24852
3012,8277 31727
3022,39475 47626
3027,8245 40310
3038,43352 46061
3040,23909 47185
3044,48559
3047,6813 29750 35721 49235 49328
3048,22142 22210 23025 34230 42585
3050,31343
3057,21137 30630
3060,47766
3064,21186 22520
3070,432 46654
3071,2024 44683
3075,5450 42633
3078,26254
3082,38159
3083,24852 32691
3086,8048 30827
3101,5258
3104,7948 43789
3106,47209
3109,48628
3111,9584 32727
3115,11136 17652 22888
3116,34050
3119,9839 24184 27521 34243
3131,13802 21903
3132,13698
3135,6031 42648
3145,13176
3148,4605
3149,21292
3151,12674 33120 39448
3152,117 19660
3155,24852 27845
3161,18564
3164,21709 35561
3167,2314 9687 12597 13176 13819 15937 39877
3177,24024
3178,2708 33176
3185,4920 9076
3188,4799 10603
3194,5876 10749 13409 14966 19904 39928
3198,22935 28204 33575 47672
3199,15950 30450 39160
3202,16797
3209,44632
3212,20178
3215,22713
3219,5640 27811 37552 38200
3220,24852 48370
3221,30450
3232,19057
3233,20119
3235,27086 47626
3240,16641
3241,28985 31663 37646
3251,20802 41195
3255,13245 19315 33754 43352
3256,210 365 6155 8744 13544 17545
3261,29672
3266,10509 35561
3273,9551 28083 49319
3281,24852 27521 48205
3289,11461 19220
3290,18465
3295,30391 36011 39411
3296,33013
3298,4793 7175 13780 19115 22144 23554 31238 46692 46979 47766
3303,9839 21903 37646 41950
3309,13176 13380 16268 16759 19731 37158 39527 48679
3314,6069 6795 8277 11933 15455 33606
3315,1940 41131
3317,13176 37754
3318,8138 16797 21955 42736
3319,27652
3322,11777
3323,41787
3325,24852
3326,18908
3332,22035
3333,41588
3336,8251 10036
3339,12087 27395 36943
3342,19003 23704 36227
3343,48304
3344,20470 28204
3347,16759 26209
3357,36011 40396
3358,20955
3364,41199
3365,27730 39560
3367,3339 17794 29447
3369,24852 37940
3372,29223
3373,9076 25017
3375,36316 39276 40941
3377,42736
3379,15261 47626
3381,27521 27847
3382,16759 22935
3383,23423
3385,42445
3392,1025 47672
3407,5966
3420,28132
3422,24489 28842 40706
3423,12341 19691 35336
3428,9871 24852
3430,21903
3431,24561
3434,20757 38433
3435,9076 18027 28553
3438,40348
3441,27966
3446,4232 16908
3447,26648
3449,19895 27966
3460,18023 42500
3464,12341 26604
3469,24852
3471,22656 23623 46307
3473,15541
3474,4938 31651 43154
3478,29180
3480,31981 33754
3489,6647 28204
3490,16466 39468
3492,10867
3493,27521 37496
3503,11087 13176
3511,15012
3512,39877
3516,42743
3520,30591
3522,13176 45066
3524,16757
3525,5144 13245
3529,43143
3531,47954
3535,13176 26131
3536,22035 22825 24413 24561 27966
3544,7911 24852
3546,4957 18523
3548,38768
3549,5077 5785 13176 16616 35469 47626
3550,5785 39190
3551,24852 39363
3552,33120
3553,9387 16965
3556,40545
3561,45570
3572,47626
3579,5258 27086 36865 47626
3584,21903 33731 37766 41890
3586,1957 3265 32079 43739
3593,24263 39984
3597,2592 27521
3600,12614 17160 24253 24964 27845 29686 35946 38944 39121 39411 47792
3603,14897 29307 40277
3606,27845
3607,37374
3612,33731
3613,13198 38288 39667
3614,21903 24852 33754 46139
3615,14696 21938 31717 43961 44359
3616,45104
3620,35886
3621,27979
3628,5479
3631,649 38288 44245
3633,36316 49520
3634,17294
3639,5194 22950 27663 35169 46906 48825 48857
3640,7676 39275 39928 42450
3645,42500
3651,28915
3652,24852
3656,31981 37722
3657,8490 45007
3660,43194
3662,16768 22451 24946 32506
3663,48930
3670,12341
3671,28985 39928
3672,35561
3674,10749
3676,13176 24964 26209 45066 46558
3682,37188
3685,1940 18747 21553 24186 27360 39877 46703 48004
3686,41844
3691,5566
3704,10957
3709,10151
3711,13176 36790
3715,23323
3720,5757 13765 25346 33929 34948 38480
3724,13263 24852 48745
3725,44632
3730,21137
3731,43154
3737,35951 46969
3738,3787
3740,5228 12145
3742,5077 36857
3744,39303
3745,31717
3748,14218 15902 38400 42265
3750,22476
3753,2277
3754,35548
3756,4756 40571
3763,27966
3764,13176 24195
3766,7948 13225 27744
3772,32433 34003
3777,21405
3785,3990 6889 38218
3788,45948
3791,28985 30027 36389
3792,21903
3794,4210 4595 16797 18362 49235
3799,2014 13027 13447 25072 27966 33754 41665 43713
3807,22282
3809,43295
3817,41950
3824,13176
3825,30353
3832,24852 47766
3834,31040 42347
3837,34050 34449 46088 46630 47626 49198
3838,47763
3845,1947 23233 23375 49235
3847,24852
3851,2295 13176 17461
3854,3957
3855,196 5068
3857,8138 12075 42265 45066
3859,25653
3862,16797
3865,890 14778
3872,24838
3874,26949 45603
3875,12395 24852 45066
3876,22935 47605
3881,8580 11123
3884,1599 5422 24852 49191
3888,13176 24964 27344
3890,43086
3893,13176 23322
3897,24852 47877
3898,49198
3899,10621
3909,7781 14999
3910,19171
3912,35986 43086
3916,9554 32578 41774
3919,4357 31533 42719 46226
3923,6730 7838 36664 38374
3927,5212 11520 13431 16185 22825 26790
3932,8859
3935,6585 12564 23801 30305 32387 36735 43190
3936,21903
3937,15100 29487 35360
3938,21616 45302
3940,23341
3943,26683
3953,40706
3954,1559 33787
3960,19677
3961,48186
3962,37977
3965,27695 30776 47626
3966,27966
3971,8193 47626
3974,1695 35622
3983,46804
3985,5876 7912 12839 13176 26209 40723
3991,21137
3993,4467
3994,48892
3999,2090 3896
4000,5025 27086
4003,311 17487
4004,15424
4012,6631 7753 12481 18531 19325 48144
4014,16797
4015,35221
4018,9839 44987
4022,24964 36574
4023,44372
4029,16797
4030,13176 42768
4037,5450
4038,8025 21903 41588 47209 49235
4042,31678
4043,5077 47325
4051,204 11520 21903 24852 27156 39275 41064 44575
4054,6518 7215 25783 38732 41290 47141
4056,10749
4059,2838 3460 9779 17833 44229
4060,27690
4062,33827
4067,28476
4068,38383
4076,1408
4078,26689
4083,31651
4087,16185 37754
4093,16249
4095,45005
4096,13176
4097,41915
4099,44632
4101,4792 13176
4113,21162
4114,432 18352 28204 32263 43005
4115,8671 21938 25890 33768 42736
4118,13198 19660 29675 44375
4123,31973
4124,26709 47144
4133,46485
4138,15629 27845 49319
4141,6184 17122
4151,2781 13176 18027 21137 26369 30122 30391 31635 36389 39225 40516 43621
4156,260 4920 39581 44142 44359
4157,47626
4158,5450 5501 16185 19535 27920 29615 32440
4166,34720 47672
4167,48946
4169,24852
4172,705 12980 13176 34050
4178,27454 27966 28226 32619
4181,49235
4185,6182 21775 24964 26209
4192,25659 27336 35921 43295 45007 45603
4194,1219 19080 42637
4199,19057 26355 28985
4203,34466 44142
4209,30463 32734 38996
4215,36011
4219,8428
4224,14659 15872 32700
4228,30450
4230,47766
4231,13598
4232,32655 46969 49383
4234,24009 27247 35951 38205
4239,4942
4241,4920
4242,6184 19348 32455 37710
4246,1848 5918 25197 30353
4252,40332
4254,12797
4255,2677 23645 28745 29671 44310
4256,329 2339 46906
4260,9839
4261,39863
4262,24920
4263,16797
4266,22565
4270,31720
4273,3896 22935
4274,41950
4275,10177 14874 38180
4284,24852
4285,8021 23622 26177 31528
4294,22935
4296,18095 41588
4300,11087 17948 24489 27966 42701
4304,40501 42352
4312,5876 26047 33198
4313,22825 28985
4315,27817
4317,9534 27925 43122
4319,27845 30949
4326,5785 9292 21196 43295
4327,20674 31608 41635
4330,24852
4334,347 9551 28204 30422
4338,12341
4339,47626
4343,20940
4344,4957 37646
4348,8571 35561
4349,7952 45123
4363,3957
4365,24852
4368,4920 21681 35221
4369,5640 48935
4372,14386 42659
4373,24489 43961 46667
4374,49683
4375,42637
4376,2962
4377,13176 22035 32655 40706 43086
4385,11826 12538 31402
4393,2265 13497 17948
4396,17758 25544
4398,5769 8571
4400,2809 7090 11422 36316
4406,24852
4407,23761
4408,24852
4409,5450 8195 28427
4415,47919
4418,27985 28842 43154
4419,7781 21616 24852 38689 47025
4425,23288 43113
4441,20842
4445,23554
4452,260 33772 35602
4453,9762 33401
4457,15290 27845
4458,19536
4460,5876 27104
4465,10248 14870 34262
4468,43295
4483,13176 40199
4487,13176 40723
4495,21775
4496,4210 28985
4499,14467 15613 36550 37067
4503,46969
4509,12919
4512,21903 48848
4515,21351 41351
4520,8424 13176 35629 37718 47209
4522,1215 18370 27966 47888
4529,22395
4531,39275
4534,44201
4537,20090 42828
4538,35749
4542,14992 37594 42265 49683
4543,2452 13176 17461 19625 21267 26128 26201 28199 36695 44560 45603 47788
4545,6998 21333 31683
4546,21125 22935
4547,2481
4548,34423 38159
4551,26315 38288
4555,25466
4557,8192 9507 9531
4558,5785
4563,46313
4569,37067
4571,11123
4576,30639
4577,6187 9170
4578,25745 39582
4582,49683
4591,15780
4594,46802
4604,13176 21616
4607,29036
4610,16797 27313
4611,47000
4613,31315 35921
4617,5077 14778 19389 34841
4623,41653
4625,13560 30294 48186 48239
4626,46667 47766
4629,22304
4631,758 23029 30707 46720
4634,8670 24622
4642,2962
4643,27966 48679
4648,16185 30489 40910
4652,31467
4653,27435
4654,329 4962
4657,22888 22935 24489 24838 39275
4659,10761 45007
4661,2913
4664,11281
4665,14715
4667,39928 41844
4668,25199 43218
4670,9839
4675,3543 3579
4679,27344 32616 44142 48415
4683,19612 24852 44580 47766
4684,5077 20842 21616 24184
4686,18200
4688,31717
4691,3039 17442 35795 36186
4697,45037
4700,36070
4704,42445
4709,35199 45763
4711,22935
4713,9178 13646 20672 22883 30953 32828 32869 38837
4714,39877
4718,47766
4724,1896 8277 13560 16896 22220 42265
4730,10036 32989
4733,13517 18479 34335 37646
4736,9598 17600 24838
4749,5876 44750 45123 46979
4750,13378
4752,5818 12341 20034
4753,8424 27716 31981 48742
4761,38608
4765,46932
4768,21405
4775,35652
4779,5769
4781,17454
4787,29387
4794,4429 12941 19731 23025 37724 40396 45045 47209
4795,18023
4798,5077 32734 33231 37766
4801,2495 6016 38307
4803,35547
4805,16759 34969
4808,4889 12785 21240
4809,10936 13517 19057
4814,5025 13083 24852
4821,22124
4830,5785
4835,14493
4839,19057
4841,6567 25272 40706
4843,38490
4844,13176 47626
4847,12591
4855,1158 15712 30450 34137
4861,45064
4869,13536 13944
4871,4210 43298
4873,19006 20114 24160 27156 46226
4877,4097 26047
4879,13176 25138 31292 37646 49192
4885,1940 29363 46820
4887,5479
4890,30233
4895,8195 27335 29503 47977
4900,19057
4902,5077 25570
4906,5535
4907,9703 24852
4908,14126
4909,7635 9124 44910
4916,10895 15576 21137 35715 48720
4917,10957 37229
4918,10673
4920,43504
4930,24852 48183
4932,18523
4936,8518 12206 24964 35321 35547 36953
4937,21137
4941,4920 16970
4944,30639
4949,2763 24852
4950,21006 47873
4952,5077
4954,49235
4962,8809 12395 18465 21137 27966 30027 48679
4963,2524
4966,15969
4970,17871 47766
4972,44042
4974,14778 27690 47626
4980,7673
4984,5161 11688 25346 35221 46229
4991,46969
4993,21121 31734
4995,3856
4998,17313
5003,8277
5007,17122
5011,18531 47626
5014,11645 16797 37681
5024,2913 21137 30233
5029,10132
5030,35986
5036,17008
5038,16617 30391
5055,17122 27839 41400
5061,27979
5064,21137 47209
5065,44614
5066,40332
5068,43789
5071,42028
5073,27845 45007
5074,5876 15241
5075,41148
5076,22825 48123
5077,196 9387 46149
5080,47626
5084,14732
5087,16797 38996
5094,15689 42768
5097,18095
5100,30827 35951
5105,11712 14891 30391
5112,6721 7304 14084
5113,21137
5114,37687 45007 46667
5115,8233 21527 27392 32052 32387 39276 44819 46106
5116,8518 28985 42342
5118,24852
5123,47209
5125,7 14971 38683 44883
5126,4658 22963
5129,49235
5131,43352 47626
5136,11520
5137,8571 42282
5138,4895 43154
5140,13176
5142,44310
5151,6236 28199
5152,27966
5154,27845
5161,6532 13176 26790
5164,36865 39877
5165,18689 20319 20995 22504 34050 45007
5167,1511 4428 24231 41351
5174,5077 22170 24852 42828
5177,260 30391 44580
